"Subj","ROI","Cond","Beta"
"sub-982347","L_CA12_NA","AllFirst",-0.04551
"sub-982347","R_CA12_NA","AllFirst",0.02802
"sub-982347","L_DGCA3_NA","AllFirst",-0.1366
"sub-982347","R_DGCA3_NA","AllFirst",-0.03741
"sub-982347","L_HEADCA1_NA","AllFirst",-0.06204
"sub-982347","R_HEADCA1_NA","AllFirst",-0.1009
"sub-982347","L_HEADDGCA23_NA","AllFirst",0.01009
"sub-982347","R_HEADDGCA23_NA","AllFirst",-0.0514
"sub-982347","L_HEADSUB_NA","AllFirst",-0.1957
"sub-982347","R_HEADSUB_NA","AllFirst",-0.3081
"sub-982347","L_SUB_NA","AllFirst",-0.134
"sub-982347","R_SUB_NA","AllFirst",-0.171
"sub-982347","L_CA12_NA","CloseRepeat",0.07985
"sub-982347","R_CA12_NA","CloseRepeat",0.1268
"sub-982347","L_DGCA3_NA","CloseRepeat",0.09423
"sub-982347","R_DGCA3_NA","CloseRepeat",0.1205
"sub-982347","L_HEADCA1_NA","CloseRepeat",0.03525
"sub-982347","R_HEADCA1_NA","CloseRepeat",-0.08569
"sub-982347","L_HEADDGCA23_NA","CloseRepeat",0.01775
"sub-982347","R_HEADDGCA23_NA","CloseRepeat",-0.02055
"sub-982347","L_HEADSUB_NA","CloseRepeat",-0.03464
"sub-982347","R_HEADSUB_NA","CloseRepeat",-0.1366
"sub-982347","L_SUB_NA","CloseRepeat",0.02858
"sub-982347","R_SUB_NA","CloseRepeat",0.07346
"sub-982347","L_CA12_NA","DistantRepeat",0.06467
"sub-982347","R_CA12_NA","DistantRepeat",0.04925
"sub-982347","L_DGCA3_NA","DistantRepeat",0.04372
"sub-982347","R_DGCA3_NA","DistantRepeat",0.01
"sub-982347","L_HEADCA1_NA","DistantRepeat",-0.007632
"sub-982347","R_HEADCA1_NA","DistantRepeat",-0.03066
"sub-982347","L_HEADDGCA23_NA","DistantRepeat",-0.0406
"sub-982347","R_HEADDGCA23_NA","DistantRepeat",0.05189
"sub-982347","L_HEADSUB_NA","DistantRepeat",-0.05409
"sub-982347","R_HEADSUB_NA","DistantRepeat",-0.05681
"sub-982347","L_SUB_NA","DistantRepeat",-0.1099
"sub-982347","R_SUB_NA","DistantRepeat",0.08147
"sub-982347","L_CA12_NA","ExactRepeat",0.1066
"sub-982347","R_CA12_NA","ExactRepeat",0.08924
"sub-982347","L_DGCA3_NA","ExactRepeat",0.168
"sub-982347","R_DGCA3_NA","ExactRepeat",0.217
"sub-982347","L_HEADCA1_NA","ExactRepeat",-0.01719
"sub-982347","R_HEADCA1_NA","ExactRepeat",-0.06779
"sub-982347","L_HEADDGCA23_NA","ExactRepeat",-0.0308
"sub-982347","R_HEADDGCA23_NA","ExactRepeat",-0.07999
"sub-982347","L_HEADSUB_NA","ExactRepeat",-0.2623
"sub-982347","R_HEADSUB_NA","ExactRepeat",-0.1161
"sub-982347","L_SUB_NA","ExactRepeat",0.06954
"sub-982347","R_SUB_NA","ExactRepeat",0.09343
"sub-995905","L_CA12_NA","AllFirst",0.02462
"sub-995905","R_CA12_NA","AllFirst",0.07105
"sub-995905","L_DGCA3_NA","AllFirst",0.05742
"sub-995905","R_DGCA3_NA","AllFirst",-0.09673
"sub-995905","L_HEADCA1_NA","AllFirst",0.2294
"sub-995905","R_HEADCA1_NA","AllFirst",0.01224
"sub-995905","L_HEADDGCA23_NA","AllFirst",0.3758
"sub-995905","R_HEADDGCA23_NA","AllFirst",0.2148
"sub-995905","L_HEADSUB_NA","AllFirst",0.3357
"sub-995905","R_HEADSUB_NA","AllFirst",0.232
"sub-995905","L_SUB_NA","AllFirst",0.1093
"sub-995905","R_SUB_NA","AllFirst",-0.04827
"sub-995905","L_CA12_NA","CloseRepeat",0.1103
"sub-995905","R_CA12_NA","CloseRepeat",-0.000961
"sub-995905","L_DGCA3_NA","CloseRepeat",0.01242
"sub-995905","R_DGCA3_NA","CloseRepeat",0.04155
"sub-995905","L_HEADCA1_NA","CloseRepeat",0.1167
"sub-995905","R_HEADCA1_NA","CloseRepeat",0.0754
"sub-995905","L_HEADDGCA23_NA","CloseRepeat",0.1839
"sub-995905","R_HEADDGCA23_NA","CloseRepeat",0.1323
"sub-995905","L_HEADSUB_NA","CloseRepeat",0.02525
"sub-995905","R_HEADSUB_NA","CloseRepeat",0.1138
"sub-995905","L_SUB_NA","CloseRepeat",0.1285
"sub-995905","R_SUB_NA","CloseRepeat",0.03314
"sub-995905","L_CA12_NA","DistantRepeat",0.1757
"sub-995905","R_CA12_NA","DistantRepeat",0.1445
"sub-995905","L_DGCA3_NA","DistantRepeat",0.09352
"sub-995905","R_DGCA3_NA","DistantRepeat",0.01955
"sub-995905","L_HEADCA1_NA","DistantRepeat",0.1846
"sub-995905","R_HEADCA1_NA","DistantRepeat",-0.06262
"sub-995905","L_HEADDGCA23_NA","DistantRepeat",0.3488
"sub-995905","R_HEADDGCA23_NA","DistantRepeat",0.2143
"sub-995905","L_HEADSUB_NA","DistantRepeat",0.283
"sub-995905","R_HEADSUB_NA","DistantRepeat",0.1882
"sub-995905","L_SUB_NA","DistantRepeat",0.05353
"sub-995905","R_SUB_NA","DistantRepeat",-0.09741
"sub-995905","L_CA12_NA","ExactRepeat",0.08175
"sub-995905","R_CA12_NA","ExactRepeat",0.1655
"sub-995905","L_DGCA3_NA","ExactRepeat",0.0467
"sub-995905","R_DGCA3_NA","ExactRepeat",0.1134
"sub-995905","L_HEADCA1_NA","ExactRepeat",0.1639
"sub-995905","R_HEADCA1_NA","ExactRepeat",0.009083
"sub-995905","L_HEADDGCA23_NA","ExactRepeat",0.2788
"sub-995905","R_HEADDGCA23_NA","ExactRepeat",0.0903
"sub-995905","L_HEADSUB_NA","ExactRepeat",0.3541
"sub-995905","R_HEADSUB_NA","ExactRepeat",0.1193
"sub-995905","L_SUB_NA","ExactRepeat",0.1867
"sub-995905","R_SUB_NA","ExactRepeat",-0.000319
